item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
Music	134	0	0.37	1	0.51	0	0.01	0	-0.44	0	-0.82	0	0.37	2	0.64	0	-0.77	1	0.50	0	0.22	0	-1.57	0	0.29	0	0.31	0	0.04	0	-2.38	0	0.30	0	-0.61	1	0.52	2	0.94	0	-1.75	0	0.30	0	-0.78	0	-0.51	0	0.19	0	-3.01	0	0.24	0	-0.50	0	0.29	0	0.01	0	0.01	0	0.36	0	0.34	0	-5.06	110	64.15	0	-2.59	0	-0.49	8	-1.11	0	0.25	0	-0.78	0	-0.75	0	0.24	1	0.43	1	-6.14	0	-1.06	7	0.84	0	-0.47	0	-0.54	0	-1.44	0	-0.58	0	0.40
Japan	134	0	0.37	0	-0.76	0	0.01	0	-0.44	0	-0.82	0	0.37	1	0.45	0	-0.77	0	-0.73	0	0.22	2	-0.75	1	0.46	0	0.31	0	0.04	0	-2.38	0	0.30	0	-0.61	0	-0.77	0	0.29	0	-1.75	0	0.30	1	0.52	0	-0.51	0	0.19	2	-1.61	0	0.24	0	-0.50	0	0.29	0	0.01	0	0.01	0	0.36	0	0.34	3	-2.59	8	-3.44	0	-2.59	0	-0.49	24	3.61	0	0.25	2	0.57	0	-0.75	0	0.24	0	-0.47	85	44.16	4	0.89	1	-1.95	0	-0.47	0	-0.54	0	-1.44	0	-0.58	0	0.40
she	133	1	0.44	6	2.21	0	0.01	0	-0.43	0	-0.82	0	0.37	0	-0.55	0	-0.76	3	0.84	0	0.22	0	-1.56	0	0.29	0	0.31	0	0.04	0	-2.36	0	0.30	0	-0.60	4	1.17	0	0.29	2	-0.82	0	0.30	0	-0.77	3	1.09	0	0.19	15	2.73	1	0.50	0	-0.49	2	0.95	0	0.01	0	0.01	0	0.36	0	0.34	41	13.19	11	-2.30	7	0.87	0	-0.49	8	-1.10	0	0.25	11	5.76	6	2.22	0	0.23	0	-0.47	5	-3.17	2	0.58	0	-2.74	1	0.43	2	0.65	1	-0.91	1	0.45	0	0.40
year	132	1	0.44	3	0.82	0	0.01	0	0.43	2	0.57	0	0.37	0	-0.55	0	-0.75	0	-0.72	0	0.22	1	-0.99	1	0.46	0	0.31	0	0.04	0	-2.34	0	0.30	0	-0.60	0	-0.76	0	0.29	0	-1.72	0	0.30	0	-0.76	7	3.83	0	0.19	4	-0.98	0	0.24	0	-0.49	0	0.28	0	0.01	0	0.01	1	0.44	4	2.18	26	4.69	26	1.40	3	-1.00	0	-0.49	1	-4.02	0	0.25	0	-0.77	3	0.82	0	0.23	2	0.70	21	1.42	1	-0.66	13	2.29	0	-0.46	4	1.56	5	0.93	3	0.99	0	0.39
artist	132	0	0.36	0	-0.75	0	0.01	0	0.43	0	-0.81	0	0.37	0	-0.55	0	-0.75	0	-0.72	0	0.22	0	-1.55	0	0.29	0	0.31	0	0.04	97	104.34	0	0.30	0	-0.60	0	-0.76	0	0.29	0	-1.72	0	0.30	0	-0.76	0	-0.50	0	0.19	2	-1.58	0	0.24	1	0.44	0	0.28	0	0.01	0	0.01	0	0.36	2	0.86	1	-3.91	23	1.11	2	-1.30	0	-0.49	1	-4.02	0	0.25	0	-0.77	0	-0.74	0	0.23	0	-0.47	2	-5.09	0	-1.04	0	-2.72	0	-0.46	0	-0.54	0	-1.42	1	0.45	0	0.39
history	131	0	0.36	1	0.51	0	0.01	0	0.43	1	0.53	0	0.36	2	0.65	1	0.51	2	0.58	0	0.22	2	-0.73	0	0.29	0	0.31	0	0.04	0	-2.33	0	0.30	3	0.97	0	-0.76	0	0.29	0	-1.71	0	0.30	7	2.82	0	-0.50	1	0.55	4	-0.98	0	0.23	6	3.10	0	0.28	0	0.01	0	0.01	0	0.36	2	0.87	50	20.37	13	-1.73	13	2.51	2	0.69	5	-1.75	0	0.25	0	-0.76	2	0.58	0	0.23	0	-0.46	8	-1.94	0	-1.04	4	-0.89	1	0.43	0	-0.53	0	-1.41	1	0.45	0	0.39
MB	129	0	0.36	0	-0.73	0	0.01	0	0.42	0	-0.79	0	0.36	0	-0.54	0	-0.74	0	-0.70	0	0.22	0	-1.51	0	0.28	0	0.30	0	0.04	0	-2.29	0	0.29	2	0.63	0	-0.74	0	0.28	127	190.87	0	0.29	0	-0.75	0	-0.49	0	0.19	0	-2.90	0	0.23	0	-0.48	0	0.28	0	0.01	0	0.01	0	0.35	0	0.33	0	-4.87	0	-9.53	0	-2.49	0	-0.47	0	-5.00	0	0.24	0	-0.75	0	-0.73	0	0.23	0	-0.46	0	-7.12	0	-1.02	0	-2.66	0	-0.45	0	-0.52	0	-1.39	0	-0.56	0	0.38
many	127	0	0.35	2	0.58	0	0.01	1	0.43	6	2.15	4	2.11	6	2.91	4	1.22	0	-0.69	0	0.21	5	0.90	0	0.28	0	0.30	0	0.04	0	-2.25	0	0.29	0	-0.57	1	0.50	0	0.28	2	-0.78	0	0.29	2	0.58	2	0.69	0	0.18	10	1.28	0	0.23	1	0.43	0	0.27	0	0.01	0	0.01	1	0.44	0	0.32	12	0.96	6	-4.06	7	0.90	1	0.43	14	1.15	0	0.24	1	0.51	1	0.50	0	0.22	3	1.19	18	1.12	1	-0.64	2	-1.34	2	0.72	0	-0.52	10	3.06	2	0.64	0	0.38
film	127	0	0.35	1	0.50	0	0.01	1	0.43	3	0.80	0	0.35	0	-0.53	2	0.58	19	14.51	0	0.21	4	0.73	2	0.97	0	0.30	0	0.04	0	-2.25	0	0.29	0	-0.57	32	30.72	0	0.28	0	-1.65	0	0.29	0	-0.74	0	-0.48	4	3.07	4	-0.94	0	0.23	0	-0.47	0	0.27	0	0.01	0	0.01	0	0.34	2	0.88	0	-4.80	18	-1.04	0	-2.46	0	-0.47	9	-0.94	0	0.24	0	-0.74	0	-0.72	0	0.22	0	-0.45	9	-1.57	0	-1.00	0	-2.62	0	-0.45	3	1.07	0	-1.36	14	10.34	0	0.38
Post	127	0	0.35	0	-0.72	0	0.01	0	0.41	0	-0.78	0	0.35	1	0.44	2	0.58	0	-0.69	0	0.21	2	-0.71	0	0.28	1	0.46	0	0.04	0	-2.25	0	0.29	0	-0.57	0	-0.73	0	0.28	0	-1.65	0	0.29	0	-0.74	0	-0.48	0	0.18	0	-2.86	0	0.23	0	-0.47	0	0.27	0	0.01	0	0.01	1	0.44	0	0.32	0	-4.80	14	-1.44	0	-2.46	2	0.70	0	-4.92	0	0.24	4	1.20	0	-0.72	0	0.22	1	0.43	15	0.96	63	73.49	7	0.86	5	2.49	9	5.51	0	-1.36	0	-0.55	0	0.38
de	127	0	0.35	0	-0.72	0	0.01	0	0.41	0	-0.78	0	0.35	0	-0.53	0	-0.73	5	1.78	0	0.21	0	-1.49	0	0.28	0	0.30	0	0.04	0	-2.25	0	0.29	2	0.63	0	-0.73	0	0.28	0	-1.65	0	0.29	6	2.26	3	1.13	0	0.18	3	-1.16	0	0.23	0	-0.47	0	0.27	0	0.01	0	0.01	0	0.34	2	0.88	2	-2.98	5	-4.64	93	96.48	0	-0.47	3	-2.49	0	0.24	0	-0.74	0	-0.72	0	0.22	0	-0.45	2	-4.84	0	-1.00	1	-1.83	0	-0.45	0	-0.52	0	-1.36	0	-0.55	0	0.38
For	126	1	0.44	6	2.32	1	1.79	0	0.41	2	0.57	1	0.44	1	0.44	3	0.84	2	0.59	0	0.21	5	0.90	0	0.28	1	0.46	0	0.04	8	1.18	4	2.41	2	0.63	0	-0.73	0	0.28	6	1.05	0	0.28	2	0.58	1	0.43	0	0.18	2	-1.49	1	0.51	0	-0.47	0	0.27	0	0.01	0	0.01	1	0.44	0	0.32	4	-1.92	10	-2.34	10	1.57	0	-0.46	7	-1.17	2	1.07	0	-0.74	3	0.85	1	0.51	1	0.43	22	1.74	1	-0.63	10	1.44	0	-0.44	0	-0.51	5	0.97	0	-0.55	0	0.38
between	126	0	0.35	3	0.85	0	0.01	0	0.41	0	-0.77	1	0.44	1	0.44	0	-0.72	1	0.49	0	0.21	1	-0.94	3	1.65	0	0.29	0	0.04	7	0.97	2	0.95	0	-0.57	1	0.50	0	0.28	5	0.84	13	12.76	3	0.83	0	-0.48	0	0.18	6	0.79	1	0.51	0	-0.47	1	0.48	0	0.01	0	0.01	0	0.34	2	0.89	4	-1.92	10	-2.34	23	8.34	1	0.43	9	-0.94	0	0.24	1	0.50	3	0.85	0	0.22	2	0.72	9	-1.55	0	-1.00	5	0.78	3	1.20	1	0.44	3	0.64	1	0.44	0	0.38
Times	124	0	0.34	5	1.76	0	0.01	0	0.40	0	-0.76	0	0.35	0	-0.52	1	0.49	1	0.48	0	0.21	5	0.92	0	0.27	0	0.29	0	0.04	0	-2.20	0	0.28	0	-0.56	0	-0.72	2	0.98	0	-1.62	0	0.28	0	-0.72	0	-0.47	0	0.18	4	-0.91	0	0.22	0	-0.46	0	0.27	0	0.01	0	0.01	0	0.34	0	0.31	0	-4.68	65	20.62	0	-2.40	0	-0.46	2	-2.98	0	0.23	0	-0.72	0	-0.70	0	0.22	0	-0.44	32	4.96	1	-0.62	5	0.77	0	-0.44	1	0.44	0	-1.33	0	-0.54	0	0.37
release	124	0	0.34	0	-0.70	0	0.01	0	0.40	0	-0.76	0	0.35	0	-0.52	0	-0.71	6	2.42	0	0.21	1	-0.92	0	0.27	0	0.29	0	0.04	0	-2.20	0	0.28	0	-0.56	6	2.31	0	0.27	0	-1.62	0	0.28	0	-0.72	0	-0.47	0	0.18	1	-1.97	0	0.22	0	-0.46	0	0.27	0	0.01	0	0.01	0	0.34	0	0.31	1	-3.63	33	3.20	0	-2.40	1	0.43	17	1.78	0	0.23	1	0.50	0	-0.70	0	0.22	0	-0.44	40	8.83	0	-0.98	16	3.83	0	-0.44	0	-0.50	1	-0.84	0	-0.54	0	0.37
known	123	2	0.86	0	-0.70	0	0.01	0	0.40	2	0.57	1	0.44	3	1.08	1	0.49	2	0.59	0	0.21	3	0.65	0	0.27	0	0.29	0	0.04	0	-2.18	0	0.28	0	-0.56	1	0.49	0	0.27	3	0.67	0	0.28	0	-0.71	0	-0.47	2	1.25	38	19.30	0	0.22	2	0.71	2	1.00	0	0.01	0	0.01	0	0.33	0	0.31	8	-0.97	8	-2.93	6	0.80	1	0.43	7	-1.12	0	0.23	0	-0.72	0	-0.69	0	0.22	0	-0.44	11	-1.15	2	0.57	6	0.79	6	3.34	0	-0.50	3	0.64	3	1.05	0	0.37
Man	122	0	0.34	51	62.02	0	0.01	0	0.40	0	-0.75	0	0.34	1	0.44	0	-0.70	0	-0.67	0	0.20	9	2.41	0	0.27	0	0.28	0	0.04	0	-2.17	0	0.28	0	-0.55	0	-0.70	0	0.27	0	-1.59	0	0.28	1	0.49	5	2.43	0	0.18	19	5.05	0	0.22	1	0.43	0	0.26	0	0.00	0	0.00	0	0.33	0	0.31	4	-1.83	17	-1.04	0	-2.36	0	-0.45	1	-3.67	0	0.23	0	-0.71	0	-0.69	0	0.21	0	0.43	3	-3.87	1	-0.61	0	-2.52	1	0.43	1	0.44	0	-1.31	7	3.69	0	0.36
mplot	122	0	0.34	0	-0.69	0	0.01	0	0.40	0	-0.75	0	0.34	0	-0.51	0	-0.70	0	-0.67	0	0.20	0	-1.43	0	0.27	0	0.28	0	0.04	122	170.85	0	0.28	0	-0.55	0	-0.70	0	0.27	0	-1.59	0	0.28	0	-0.71	0	-0.46	0	0.18	0	-2.74	0	0.22	0	-0.45	0	0.26	0	0.00	0	0.00	0	0.33	0	0.31	0	-4.61	0	-9.02	0	-2.36	0	-0.45	0	-4.73	0	0.23	0	-0.71	0	-0.69	0	0.21	0	0.43	0	-6.73	0	-0.96	0	-2.52	0	0.43	0	-0.50	0	-1.31	0	-0.53	0	0.36
could	121	2	0.87	2	0.59	0	0.01	1	0.43	7	2.87	1	0.45	1	0.44	0	-0.69	0	-0.66	0	0.20	1	-0.90	0	0.27	0	0.28	0	0.04	0	-2.15	1	0.47	0	-0.55	1	0.49	0	0.26	6	1.09	0	0.27	1	0.49	2	0.71	0	0.18	2	-1.41	0	0.22	0	-0.45	0	0.26	0	0.00	0	0.00	0	0.33	0	0.31	18	2.21	11	-1.88	10	1.66	3	1.20	5	-1.54	0	0.23	5	1.75	3	0.88	0	0.21	2	0.74	25	2.66	0	-0.96	2	-1.26	0	0.43	1	0.44	6	1.32	2	0.66	0	0.36
player	121	0	0.33	0	-0.68	0	0.01	0	0.39	0	-0.74	0	0.34	0	-0.50	0	-0.69	0	-0.66	0	0.20	0	-1.42	0	0.27	0	0.28	0	0.04	0	-2.15	0	0.28	1	0.44	0	-0.70	0	0.26	8	1.75	0	0.27	0	-0.70	0	-0.46	0	0.18	0	-2.72	0	0.22	0	-0.45	0	0.26	0	0.00	0	0.00	0	0.33	0	0.31	38	12.57	1	-7.59	0	-2.34	0	-0.45	30	7.24	0	0.23	2	0.58	9	4.59	0	0.21	1	0.43	11	-1.12	0	-0.96	20	6.21	0	0.43	0	-0.49	0	-1.30	0	-0.53	0	0.36
won	120	0	0.33	0	-0.68	0	0.01	0	0.39	1	0.50	0	0.33	0	-0.50	2	0.59	0	-0.65	0	0.20	0	-1.41	0	0.26	1	0.47	0	0.04	0	-2.13	0	0.27	0	-0.54	0	-0.69	0	0.26	1	-1.00	0	0.27	0	-0.69	0	-0.45	0	0.17	0	-2.70	0	0.21	0	-0.44	0	0.26	0	0.00	0	0.00	0	0.33	0	0.30	61	33.13	35	4.12	2	-1.15	0	-0.44	2	-2.85	0	0.22	0	-0.70	0	-0.68	0	0.21	1	0.43	3	-3.78	1	-0.61	8	1.05	0	0.42	0	-0.49	2	0.64	0	-0.52	0	0.36
around	119	0	0.33	4	1.30	0	0.01	4	1.98	3	0.83	0	0.33	2	0.68	3	0.88	1	0.47	0	0.20	2	-0.67	1	0.48	1	0.47	0	0.04	2	-1.03	1	0.47	0	-0.54	1	0.48	0	0.26	0	-1.55	1	0.48	0	-0.69	1	0.43	1	0.57	9	1.16	0	0.21	1	0.43	2	1.02	0	0.00	0	0.00	0	0.32	1	0.46	18	2.28	11	-1.82	5	0.75	0	-0.44	6	-1.25	0	0.22	0	-0.69	2	0.59	0	0.21	9	6.23	9	-1.39	0	-0.94	3	-0.96	0	0.42	1	0.43	12	4.52	2	0.67	0	0.35
About	118	2	0.88	11	6.40	0	0.01	2	0.79	2	0.58	1	0.45	4	1.67	1	0.48	2	0.60	0	0.20	2	-0.67	0	0.26	0	0.28	1	1.12	0	-2.09	0	0.27	4	1.57	1	0.48	1	0.48	3	0.66	3	1.69	2	0.59	1	0.43	1	0.57	3	-1.05	1	0.52	14	11.68	5	3.54	0	0.00	0	0.00	3	1.50	3	1.57	0	-4.46	13	-1.39	0	-2.28	1	0.43	4	-1.81	1	0.51	2	0.59	1	0.48	1	0.53	1	0.43	6	-2.20	0	-0.93	2	-1.22	4	1.89	2	0.69	4	0.79	0	-0.51	3	1.41
John	118	0	0.33	1	0.48	0	0.01	0	0.38	0	-0.72	0	0.33	0	-0.49	0	-0.67	6	2.52	0	0.20	7	1.60	2	1.01	0	0.28	0	0.04	1	-1.40	0	0.27	0	-0.53	4	1.29	0	0.26	0	-1.54	0	0.27	4	1.29	0	-0.45	0	0.17	4	-0.87	0	0.21	0	-0.44	0	0.25	0	0.00	0	0.00	0	0.32	7	5.21	1	-3.43	52	12.75	1	-1.55	0	-0.43	0	-4.57	0	0.22	0	-0.69	0	-0.66	0	0.21	0	0.42	7	-1.87	0	-0.93	0	-2.43	10	7.33	0	-0.48	9	2.73	1	0.44	1	0.44
back	116	0	0.32	1	0.47	0	0.01	1	0.44	3	0.85	0	0.32	1	0.43	5	1.85	0	-0.63	0	0.19	3	0.64	1	0.49	0	0.27	0	0.03	2	-0.99	0	0.26	0	-0.52	0	-0.67	0	0.25	2	-0.72	0	0.26	0	-0.67	0	-0.44	0	0.17	10	1.44	9	8.80	0	0.43	1	0.49	0	0.00	0	0.00	0	0.32	0	0.29	21	3.45	4	-4.64	0	-2.24	1	0.43	4	-1.76	9	8.63	5	1.82	2	0.60	10	10.22	2	0.76	6	-2.14	3	0.72	5	0.75	0	0.41	1	0.43	2	0.62	0	-0.50	2	0.85
th	115	2	0.89	0	-0.65	0	0.01	0	0.38	2	0.58	2	0.89	0	-0.48	0	-0.66	0	-0.63	0	0.19	1	-0.85	0	0.25	0	0.27	0	0.03	0	-2.04	1	0.48	0	-0.52	0	-0.66	0	0.25	0	-1.50	0	0.26	0	-0.67	3	1.22	0	0.17	8	1.01	0	0.21	0	0.43	0	0.25	0	0.00	0	0.00	0	0.31	0	0.29	25	5.28	30	2.86	3	-0.86	0	0.42	20	2.99	0	0.22	0	-0.67	0	-0.65	0	0.20	0	0.41	8	-1.52	0	-0.91	4	-0.78	4	1.92	1	0.43	0	-1.24	1	0.44	0	0.34
through	115	0	0.32	0	-0.65	0	0.01	1	0.44	3	0.85	1	0.45	2	0.69	1	0.47	2	0.61	0	0.19	4	0.76	3	1.75	0	0.27	0	0.03	0	-2.04	1	0.48	3	1.07	1	0.48	0	0.25	6	1.15	0	0.26	3	0.89	2	0.73	1	0.58	6	0.78	0	0.21	0	0.43	2	1.04	0	0.00	0	0.00	0	0.31	0	0.29	8	-0.90	9	-2.24	6	0.82	0	0.42	13	1.16	0	0.22	1	0.48	4	1.35	0	0.20	3	1.28	13	0.94	1	-0.58	6	0.80	3	1.28	2	0.70	0	-1.24	4	1.65	0	0.34
title	115	0	0.32	0	-0.65	0	0.01	0	0.38	0	-0.71	0	0.32	0	-0.48	0	-0.66	2	0.61	0	0.19	1	-0.85	0	0.25	0	0.27	0	0.03	33	18.74	5	3.48	0	-0.52	1	0.48	0	0.25	0	-1.50	0	0.26	1	0.48	0	-0.44	0	0.17	2	-1.32	1	0.53	0	0.43	0	0.25	0	0.00	0	0.00	0	0.31	0	0.29	34	10.54	5	-3.97	1	-1.50	0	0.42	12	1.03	0	0.22	7	3.11	1	0.47	0	0.20	0	0.41	7	-1.78	0	-0.91	2	-1.18	0	0.40	0	-0.47	0	-1.24	0	-0.50	0	0.34
pp	115	0	0.32	0	-0.65	0	0.01	0	0.38	0	-0.71	0	0.32	0	-0.48	0	-0.66	0	-0.63	0	0.19	7	1.65	0	0.25	0	0.27	0	0.03	0	-2.04	0	0.26	0	-0.52	0	-0.66	0	0.25	0	-1.50	0	0.26	2	0.59	0	-0.44	0	0.17	3	-1.02	0	0.21	0	0.43	0	0.25	0	0.00	0	0.00	0	0.31	0	0.29	0	-4.34	48	10.82	28	13.15	0	0.42	9	0.88	0	0.22	0	-0.67	0	-0.65	0	0.20	0	0.41	18	1.30	0	-0.91	0	-2.37	0	0.40	0	-0.47	0	-1.24	0	-0.50	0	0.34
Press	114	1	0.45	0	-0.64	0	0.01	0	0.37	0	-0.70	1	0.45	0	-0.47	2	0.60	1	0.46	0	0.19	6	1.29	0	0.25	0	0.27	0	0.03	0	-2.02	0	0.26	0	-0.52	1	0.47	0	0.25	0	-1.49	1	0.48	5	1.86	0	0.43	0	0.17	1	-1.78	1	0.53	4	1.87	0	0.24	0	0.00	0	0.00	1	0.46	0	0.29	1	-3.29	57	16.96	0	-2.20	0	0.42	2	-2.67	1	0.52	1	0.48	1	0.47	1	0.53	0	0.40	23	2.40	0	-0.90	0	-2.35	1	0.43	0	-0.46	1	-0.77	0	-0.50	0	0.34
Urban	114	0	0.31	3	0.91	0	0.01	0	0.37	0	-0.70	0	0.32	0	-0.47	0	-0.65	0	-0.62	0	0.19	59	60.51	0	0.25	0	0.27	0	0.03	0	-2.02	0	0.26	0	-0.52	0	-0.66	0	0.25	0	-1.49	0	0.26	8	3.90	6	3.35	10	11.11	18	4.91	0	0.20	0	0.42	0	0.24	0	0.00	0	0.00	0	0.31	0	0.29	0	-4.31	1	-7.10	0	-2.20	0	0.42	0	-4.42	0	0.21	0	-0.67	0	-0.64	0	0.20	0	0.40	0	-6.29	0	-0.90	0	-2.35	0	0.40	0	-0.46	2	0.62	7	3.86	0	0.34
during	114	0	0.31	0	-0.64	0	0.01	1	0.44	2	0.58	1	0.45	0	-0.47	1	0.47	1	0.46	0	0.19	4	0.76	0	0.25	1	0.48	0	0.03	0	-2.02	0	0.26	0	-0.52	1	0.47	0	0.25	9	2.32	0	0.26	1	0.48	0	0.43	0	0.17	22	7.35	0	0.20	0	0.42	3	1.78	0	0.00	0	0.00	0	0.31	1	0.46	15	1.61	18	0.99	6	0.83	0	0.42	5	-1.40	0	0.21	0	-0.67	0	-0.64	0	0.20	2	0.77	11	-1.03	0	-0.90	3	-0.91	0	0.40	2	0.71	3	0.65	1	0.44	0	0.34
What	113	0	0.31	7	3.23	0	0.01	0	0.37	2	0.59	0	0.31	1	0.43	1	0.47	1	0.46	0	0.19	3	0.64	0	0.25	0	0.26	0	0.03	0	-2.01	0	0.26	1	0.44	1	0.47	0	0.25	5	0.91	1	0.49	1	0.47	1	0.43	0	0.16	1	-1.76	1	0.53	6	3.42	0	0.24	0	0.00	0	0.00	0	0.31	1	0.47	9	0.87	25	1.75	3	-0.84	1	0.43	2	-2.64	0	0.21	9	4.71	3	0.92	0	0.20	1	0.43	7	-1.73	2	0.56	3	-0.90	0	0.40	2	0.71	1	-0.76	5	2.33	6	3.91
Hyrule	113	0	0.31	0	-0.64	0	0.01	0	0.37	0	-0.69	0	0.31	0	-0.47	0	-0.65	0	-0.62	0	0.19	0	-1.32	0	0.25	0	0.26	0	0.03	0	-2.01	0	0.26	0	-0.51	0	-0.65	0	0.25	0	-1.47	0	0.25	0	-0.65	0	0.43	0	0.16	0	-2.54	0	0.20	0	0.42	0	0.24	0	0.00	0	0.00	0	0.31	0	0.29	0	-4.27	0	-8.35	0	-2.18	38	49.01	61	34.52	0	0.21	8	3.90	6	2.54	0	0.20	0	0.40	0	-6.24	0	-0.89	0	-2.33	0	0.40	0	-0.46	0	-1.21	0	-0.49	0	0.34
right	111	1	0.46	1	0.46	0	0.01	6	3.75	0	-0.68	1	0.46	0	-0.46	1	0.47	0	-0.61	5	4.15	1	-0.82	0	0.24	3	1.72	0	0.03	43	30.27	3	1.75	0	-0.50	0	-0.64	0	0.24	2	-0.69	0	0.25	0	-0.64	0	0.42	0	0.16	0	-2.50	0	0.20	0	0.41	0	0.24	0	0.00	0	0.00	0	0.30	0	0.28	11	0.98	3	-5.05	5	0.75	1	0.43	4	-1.64	0	0.21	1	0.47	0	-0.62	0	0.20	1	0.43	2	-4.08	2	0.56	3	-0.88	2	0.78	3	1.19	6	1.45	0	-0.48	0	0.33
music	111	0	0.31	1	0.46	0	0.01	0	0.36	0	-0.68	1	0.46	0	-0.46	0	-0.63	0	-0.61	0	0.19	1	-0.82	0	0.24	0	0.26	0	0.03	0	-1.97	0	0.25	0	-0.50	1	0.47	0	0.24	0	-1.45	0	0.25	1	0.47	0	0.42	0	0.16	0	-2.50	0	0.20	0	0.41	0	0.24	0	0.00	0	0.00	0	0.30	0	0.28	0	-4.19	80	39.30	0	-2.15	0	0.41	11	0.96	0	0.21	1	0.47	1	0.46	0	0.20	0	0.39	3	-3.38	1	-0.57	7	0.95	0	0.39	1	0.43	0	-1.19	1	0.43	0	0.33
players	111	0	0.31	0	-0.63	0	0.01	7	4.70	0	-0.68	0	0.31	0	-0.46	1	0.47	0	-0.61	0	0.19	0	-1.30	0	0.24	0	0.26	0	0.03	0	-1.97	0	0.25	0	-0.50	0	-0.64	0	0.24	9	2.39	0	0.25	0	-0.64	0	0.42	0	0.16	0	-2.50	0	0.20	0	0.41	0	0.24	0	0.00	0	0.00	0	0.30	0	0.28	17	2.24	0	-8.20	0	-2.15	0	0.41	10	0.89	0	0.21	0	-0.65	1	0.46	0	0.20	2	0.78	21	1.99	1	-0.57	42	26.60	0	0.39	0	-0.45	0	-1.19	0	-0.48	0	0.33
axis	111	0	0.31	0	-0.63	0	0.01	0	0.36	0	-0.68	0	0.31	0	-0.46	0	-0.63	0	-0.61	0	0.19	0	-1.30	0	0.24	0	0.26	0	0.03	110	151.98	0	0.25	0	-0.50	0	-0.64	0	0.24	0	-1.45	1	0.49	0	-0.64	0	0.42	0	0.16	0	-2.50	0	0.20	0	0.41	0	0.24	0	0.00	0	0.00	0	0.30	0	0.28	0	-4.19	0	-8.20	0	-2.15	0	0.41	0	-4.30	0	0.21	0	-0.65	0	-0.62	0	0.20	0	0.39	0	-6.13	0	-0.88	0	-2.29	0	0.39	0	-0.45	0	-1.19	0	-0.48	0	0.33
children	110	2	0.92	6	2.59	0	0.01	0	0.36	2	0.59	2	0.91	0	-0.46	1	0.46	0	-0.60	0	0.18	3	0.64	0	0.24	0	0.26	0	0.03	7	1.11	0	0.25	0	-0.50	0	-0.63	0	0.24	2	-0.69	0	0.25	0	-0.64	3	1.25	0	0.16	22	7.64	0	0.20	0	0.41	2	1.07	0	0.00	0	0.00	0	0.30	0	0.28	0	-4.15	16	-0.99	1	-1.43	0	0.40	0	-4.26	0	0.21	0	-0.64	2	0.61	0	0.19	1	0.43	32	6.13	0	-0.87	0	-2.27	1	0.44	0	-0.45	1	-0.74	3	1.14	1	0.45
where	110	0	0.30	3	0.94	0	0.01	3	1.39	0	-0.68	0	0.31	1	0.43	1	0.46	0	-0.60	0	0.18	2	0.64	1	0.50	0	0.26	1	1.15	2	-0.93	0	0.25	1	0.44	2	0.60	0	0.24	1	-0.91	0	0.25	0	-0.64	0	0.42	3	2.25	8	1.06	1	0.54	3	1.28	4	2.70	0	0.00	0	0.00	0	0.30	0	0.28	9	0.86	10	-1.77	8	1.25	4	1.93	10	0.89	0	0.21	6	2.52	0	-0.62	0	0.19	3	1.32	7	-1.64	1	-0.56	2	-1.12	0	0.39	1	0.43	9	2.93	3	1.14	0	0.33
King	110	0	0.30	0	-0.62	0	0.01	0	0.36	0	-0.68	0	0.31	15	12.65	0	-0.63	0	-0.60	2	1.23	1	-0.81	2	1.05	0	0.26	0	0.03	0	-1.95	0	0.25	0	-0.50	0	-0.63	0	0.24	0	-1.43	0	0.25	0	-0.64	0	0.42	0	0.16	3	-0.96	0	0.20	7	4.38	0	0.24	0	0.00	0	0.00	0	0.30	0	0.28	2	-2.46	38	6.24	0	-2.13	0	0.40	5	-1.32	0	0.21	0	-0.64	2	0.61	0	0.19	0	0.39	16	1.12	6	1.95	6	0.82	5	2.75	0	-0.45	0	-1.18	0	-0.48	0	0.33
